	IDs	BRNACC	ARTCRN	BRNHPT	HRTLV	ADPVSC	CLNTRN	PNCREAS	TESTIS	LUNG	ADRNLG	BREAST	BLDDER	SKINS	SPLEEN	BRNAMY	BRNCHB	BRNCDT	BRNCTXB	KDNCTX	PRSTTE	BRNHPP	UTERUS	CLNSGM	ESPMCS	PTTARY	SKINNS	ESPGEJ	ARTTBL	LCL	MSCLSK	SNTTRM	BRNSNG	THYROID	STMACH	FIBRBLS	VAGINA	BRNPTM	LIVER	BRNNCC	BRNSPC	WHLBLD	ADPSBQ	OVARY	SLVRYG	HRTAA	BRNCHA	ESPMSL	BRNCTXA	ARTAORT	NERVET
962	ENSG00000072310					0.00158712	0.0008317610000000001			0.000703226	0.00577594	0.000825305		0.00241778											0.00163151		0.00707132							0.000818304					0.00658912				0.0013020999999999998								0.0066091000000000006
963	ENSG00000072364		0.0104667		0.00316109	0.00442438	0.00074337	0.0159506	0.00390353	0.00434164	0.00181067	0.004711600000000001		0.00557846			0.000666609				0.0111115		0.00125536	0.00762216	0.00152776	0.00190633	0.00675099	0.00183954	0.00701457	0.000826075	0.00657345	0.0006328130000000001		0.0071805	0.00563547	0.00251455	0.00236738						0.00813229	0.00289962	0.00235885	0.00515544	0.00373793	0.00211277		0.00413277	0.00593458
964	ENSG00000072401																														0.012015000000000001																				
965	ENSG00000072415									0.00163204															0.0008750230000000001						0.00245706			0.00139047		0.00164856												0.000842364			0.0027760000000000003
966	ENSG00000072422								0.00261354																						0.00338361				0.026932599999999998	0.00247436							0.00694943								
967	ENSG00000072518	0.00272848	0.0021059		0.00102648	0.0014283	0.00201243	0.00202314	0.0004912019999999999	0.00150719	0.00592557	0.001422		0.0023085000000000002	0.000291901		0.00110695	0.000207194	0.00125429		0.0022273			0.00517691	0.00063927	0.00169042	0.00152941	0.000264941	0.00358908	0.004908600000000001	0.00186208	0.00127491		0.00178808	0.000271444		0.000248396	0.000840755	0.00028205900000000003	0.0006507269999999999		0.010479899999999999	0.00542944			0.000315374	0.00257612	0.00178794	0.00692426	0.00133503	0.00140342
968	ENSG00000072571								0.00106254																					0.000283497						0.0008704930000000001															
969	ENSG00000072609		0.00102089	0.000930552	0.00359042	0.00294221	0.00112197	0.000945815	0.00320106	0.00284283	0.000624495	0.00753535		0.00350555	0.0018175		0.00125686	0.00476783	0.0008981460000000001		0.00137667	0.00469987	0.000339059	0.000596781	0.00220387	0.000731507	0.00447272	0.0010467	0.00262213	0.00365155	0.00378475	0.00102942		0.00577147	0.00078089	0.000884859	0.00115403	0.0087332	0.0007553869999999999	0.00116846	0.00906713	0.00413737	0.00260808	0.000573454	0.000706713	0.00490836	0.00116628	0.000909628	0.0015525	0.00417387	0.0084052
970	ENSG00000072682					0.000582892		0.030317400000000005		0.018693599999999998		0.0101036		0.0169042										0.000622059			0.014868799999999998		0.00504621							0.00872722						0.017155				0.00126969		0.00155713		0.0171567	0.00661009
971	ENSG00000072694					0.158389				0.144229					0.0262686																											0.165569	0.128165								0.10326300000000001
972	ENSG00000072736		0.000645152			0.00616123	0.00970924		0.00117129	0.00058439		0.0120604		0.006536	0.0007986089999999999									0.000634237	0.00075948		0.00234937	0.000717333	0.00921622		0.00169915			0.00172182	0.012388799999999998							0.0303379	0.00073991					0.00339014		0.00208412	0.00113901
973	ENSG00000072756					0.00166774	0.000605559			0.0185297		0.0232627													0.0043246000000000005			0.000374191	0.012777799999999999					0.014984		0.00230665							0.00162259					0.011065700000000001		0.00613749	0.00173419
974	ENSG00000072778									0.00127663		0.00189898													0.00697666						0.00674683			0.0158393									0.00334917								
975	ENSG00000072786		0.000430147		0.017318700000000003	0.00142758	0.00177298		0.00198098	0.00270132	0.000503457	0.010420700000000001		0.00240215	0.000913243		0.00173496							0.00773744	0.0260455		0.0006863819999999999	0.013580200000000002	0.0051912	0.00190805		0.00110765		0.00505406	0.00628401	0.00312262						0.00326675	0.00559394			0.00784559	0.00312978	0.0074502		0.00796124	0.0024403000000000003
976	ENSG00000072818								0.00679398	0.0110738					0.0008482639999999999															0.00179473		0.00286904		0.00306969								0.0043782									
977	ENSG00000072832	0.00225619		0.000456358		0.0151986	0.00241624		0.00121859	0.00147188		0.0025738000000000002		0.00516584			0.0005886330000000001	0.00164248	0.00039830000000000003		0.00196728	0.000506563	0.000940263	0.00466667		0.00284533	0.0100989	0.00149998	0.00200681					0.00519098		0.00364117		0.00598462		0.00119658			0.00309125	0.00111598			0.00218801	0.00104613	0.0005024130000000001	0.00436615	0.00467658
978	ENSG00000072840		0.00327284			0.00201568	0.000842497		0.00713348	0.010939399999999998		0.00200499		0.00552449							0.00453176		0.0007045939999999999	0.0014815999999999998	0.00551291		0.00682433	0.00110655	0.00339504					0.00345957	0.0030951999999999998	0.00503893	0.000588393						0.011946700000000001	0.00218507		0.00554177		0.00361025		0.00579368	0.00522709
979	ENSG00000072849								0.0026585000000000003																																										
980	ENSG00000072858																													0.00694554																					
981	ENSG00000072864		0.013361000000000001				0.00090291		0.00175381	0.0120498				0.009640799999999998							0.000991941		0.0104384	0.00243269	0.011223200000000001		0.00440639	0.00275521	0.00593388	0.0008819510000000001					0.00911244	0.000731257	0.00203861					0.023279400000000002						0.00429819		0.0132345	0.00259442
982	ENSG00000072952	0.0114613	0.00196318	0.00947458		0.00234348	0.000961704		0.00237676	0.00627113		0.00215314		0.00262484				0.00738895	0.014307499999999999		0.00313983	0.00252961	0.00101515	0.000897239	0.00231531		0.020139599999999997	0.00149277	0.00194295			0.000569951	0.0102676	0.00146696	0.00250562		0.00143508	0.00956627		0.0128743		0.00704066	0.00338596	0.00132712		0.018358000000000003		0.00364476	0.013352600000000001	0.00234012	0.00893482
983	ENSG00000072954				0.00896838												0.000984397	0.00034801	0.00031434400000000004							0.0024241999999999996				0.00692925	0.00631701				0.000531289			0.00039138599999999997		0.000807291							0.0018576		0.0006816410000000001		
984	ENSG00000072958		0.00323303		0.00038656300000000003	0.00402337	0.00103814	0.0105605	0.00250565	0.00254983	0.00224915	0.000556401		0.00479542	0.000832937			0.00651243			0.00478656			0.0009534789999999999	0.00164834	0.00119238	0.00175914	0.00148489	0.00139097	0.0017794	0.00217812	0.00114309		0.00252353	0.000501008	0.00036274			0.00029863599999999996	0.00235041		0.00552169	0.00331415	0.00310958		0.0010308	0.00563487	0.00232056	0.00133668	0.00155392	0.0026711
985	ENSG00000073008		0.00186895		0.015515000000000001	0.00467229	0.00329755	0.00754018	0.00324205	0.00890823	0.00424455	0.00671712		0.011610500000000001							0.00381379			0.00299753	0.00954542	0.00156586	0.00428349	0.0032751	0.00320317		0.00826128			0.00162806	0.00488135	0.00291643			0.00602678				0.00776347			0.011794200000000001	0.000448338	0.00288372		0.00829204	0.00360032
986	ENSG00000073050	0.012701	0.00220644	0.00307028	0.00974206	0.00510995	0.00168185	0.00912346	0.00153167	0.00418024	0.00809709	0.00289588		0.00214451	0.00149861		0.00407003	0.00260109	0.00525888		0.0015767	0.013610299999999999	0.00559959	0.00241111	0.00299359	0.00972334	0.00236062	0.00246067	0.00358962	0.0009277080000000001	0.0111941	0.0066973		0.00456296	0.00179955	0.00190683	0.000911365	0.0082379		0.00245827		0.0148498	0.00285405	0.00221922		0.00272036	0.00237885	0.00328504	0.00237423	0.00275386	0.00294586
987	ENSG00000073060	0.00234805		0.00353005		0.0162077	0.00660762		0.0391611	0.013171500000000001	0.00363293	0.0175632		0.00320767			0.00349919	0.00103691	0.00323505		0.00538842	0.0106876	0.000803984		0.00280819	0.0122154	0.00627488	0.00187503	0.0203683	0.0073579	0.011704899999999999			0.00243029		0.0116306		0.00217485	0.00668168	0.00575181	0.010424		0.0150388	0.00765643		0.00992794	0.00526332	0.00227025	0.00351174		0.014555200000000003
988	ENSG00000073067										0.00120954			0.0288959													0.0567972																								1.5561200000000002
989	ENSG00000073111																																			0.0010638															
990	ENSG00000073146								0.00293416																																										
991	ENSG00000073150	0.000466764		0.00215333													0.00128217	0.00119567	0.00215786			0.00121603			0.027458799999999995	0.00122341								0.00823743				0.0121261		0.010653900000000001		0.00574283					0.00120864		0.00230674		
992	ENSG00000073169		0.00122221			0.00219189	0.00229691	0.0083428	0.00296871	0.00260384	0.00596317	0.00674459		0.00548524	0.00600447		0.00348377				0.00253837		0.00391578	0.00216132	0.00238895	0.00184609	0.00545028	0.0026420000000000003	0.00379176	0.0007391810000000001	0.00204471	0.000791395		0.00392721	0.00114227	0.00521133	0.000749773		0.0158349			0.00418021	0.00676005	0.00259049		0.000589491	0.0026749	0.00294352		0.00129879	0.00625007
993	ENSG00000073282													0.00395855											0.00227705		0.00232352				0.00168466						0.00115475														
994	ENSG00000073331		0.00157387			0.00317882	0.0013954			0.00663993	0.00144428	0.00297095		0.017364599999999997	0.00229784						0.00901466			0.00139111	0.00191723		0.00307076	0.00374406	0.019415099999999998	0.00856686		0.000944398		0.00337104	0.00385762	0.00171455						0.013005899999999999	0.014846600000000001	0.00115389				0.00320484		0.00142843	0.011364399999999998
995	ENSG00000073350					0.00442163	0.00161311	0.00232239	0.00131469	0.00246378	0.0198224	0.0027462		0.00282934	0.00542159		0.017828				0.00276471				0.00262593	0.00202942	0.00260529					0.00276924		0.00318444	0.00122424		0.00059904		0.00112543			0.00455495			0.00215044		0.00640096				0.026318599999999998
996	ENSG00000073417									0.011416899999999999																																	0.0026759								0.014330100000000002
997	ENSG00000073536							0.00617324																												0.00192293															
998	ENSG00000073578				0.0034431999999999996	0.00922866	0.00281453	0.0028894000000000003	0.0032248000000000003	0.00401193	0.00543538	0.00381776		0.00567108	0.00153001									0.00145159	0.00484605	0.00625178	0.00283068	0.00334947	0.00482095		0.00279144			0.00560121	0.00396708	0.00504998						0.0145983	0.00190678			0.00576563	0.0036226999999999995	0.00233925		0.00715933	0.00602096
999	ENSG00000073584					0.0111684	0.00710437			0.0171567		0.00396858		0.0138879											0.00340173		0.014185099999999999		0.00926958		0.00128189			0.00939468	0.00415296	0.012645299999999998							0.0134347			0.00740119		0.00791856		0.00775433	0.0155167
1000	ENSG00000073598								0.000250314																																										
1001	ENSG00000073605					0.0126508	0.0147435	0.00883109	0.00149522	0.023572799999999998		0.013074200000000001		0.012764900000000001	0.0460221		0.00305971	0.018843400000000003	0.00526789		0.00330229			0.011547799999999999	0.0172351	0.00296231	0.00925975	0.0111639	0.021552599999999998	0.041937		0.027040699999999997		0.0161689	0.00431443	0.015443200000000002			0.00479659	0.0114711		0.06627050000000001	0.0177525	0.0120529			0.00320617	0.013546100000000002	0.0111442	0.015614700000000002	0.0135345
1002	ENSG00000073614					0.0104704			0.00367583	0.0116417	0.00603373	0.0127367		0.0034292999999999997											0.00729612		0.0200533		0.0177023					0.0132708		0.00338869						0.0260974	0.00983434					0.016731700000000002			0.0109103
1003	ENSG00000073670	0.00101228			0.00787364				0.00047716400000000003								0.00052644	0.000644149	0.00111077			0.0071694																								0.00129949	0.0007865330000000001		0.00114803		
1004	ENSG00000073711													0.0245296													0.00286887				0.00166101					0.00148599															
1005	ENSG00000073712				0.00268514	0.0005762930000000001	0.0007341810000000001	0.00984921	0.00044438800000000004	0.00231383		0.00235496		0.002273										0.00071274	0.0005554630000000001		0.00192256	0.0009697519999999999	0.00102335		0.00522139			0.00547163	0.00251588	0.000434255							0.00222974			0.00419956		0.000702787		0.0009329710000000001	0.00290571
1006	ENSG00000073734																																						0.0100433												
1007	ENSG00000073737																								0.00361645																	0.0711626	0.038542099999999996			0.0355181					
1008	ENSG00000073754														0.005913300000000001																																				
1009	ENSG00000073756					0.009542100000000001				0.013301499999999999														0.00126726					0.00812214													0.0183275									
1010	ENSG00000073849	0.00215443	0.00613617	0.00434444	0.00516762	0.00140228	0.000769543			0.00715986	0.00107643	0.00448262		0.00380023	0.00419639	0.00119149		0.000580239	0.0024316999999999997		0.028438400000000003	0.00850286	0.00158551		0.00436423	0.000966348	0.00323902	0.00246799	0.00737057	0.00595125	0.028112400000000003	0.00285083	0.00988689	0.0454452	0.010682200000000001			0.00609959	0.00189303	0.00213841		0.012586	0.00613709		0.00901717	0.006500799999999999		0.00588018	0.00460214	0.00356232	0.0104409
1011	ENSG00000073861														0.000475145																											0.00585135									
1012	ENSG00000073910		0.00263313		0.00656564									0.0101472			0.00326748												0.0040653														0.00108146			0.000719378	0.0077934			0.00122666	
1013	ENSG00000073921	0.000317766	0.0008090539999999999	0.000404723	0.0006706619999999999	0.00199277	0.00088248	0.00030669299999999997	0.00100719	0.00253313	0.00331076	0.00179987		0.010220299999999998	0.00231259	0.00767618	0.00276842	0.000341851	0.00219561		0.00042116699999999996	0.00640454	0.000539082	0.0009429169999999999	0.000754537	0.00249668	0.00597114	0.00115919	0.00221273	0.000198758	0.00393452	0.00322738	0.000316008	0.00215388	0.000738237	0.00148781	0.000999102	0.000876587	0.0006741560000000001	0.00196295	0.00238384	0.00597378	0.00382815	0.0040445	0.0018469	0.0028737	0.000655301	0.00125468	0.00140366	0.00182583	0.0054196999999999995
1014	ENSG00000073969	0.00114924				0.015421	0.00325712	0.00489896	0.00273971	0.00688361	0.00040998699999999995	0.00851839		0.00862424	0.00039349599999999996		0.00287506	0.00111913	0.000263182		0.0228415			0.00047188300000000004	0.00928103	0.000702956	0.00329294	0.014274	0.0025308	0.00299811	0.016132399999999998	0.00359062		0.00679611	0.00231544	0.00393112				0.00114384		0.033705599999999995	0.00374821				0.00280509	0.0006442780000000001	0.0008144189999999999	0.0163384	0.00886179
1015	ENSG00000074054	0.0017660999999999998	0.000495735	0.00039918	0.000935489	0.0016413	0.00206513	0.00190147	0.00133211	0.00297424	0.00269049	0.00130144		0.0016826	0.00325619	0.00105935	0.00163114	0.00156013	0.00180749		0.00335575	0.00125312	0.000218552	0.00115023	0.00191578	0.00259385	0.00315167	0.000588827	0.00159653	0.00704477	0.00275811	0.000573465		0.00248304	0.0014501	0.0006571089999999999	0.000332107	0.00146911	0.00041478800000000003	0.000748724		0.00158933	0.000984681	0.00190472		0.000542403	0.000636478	0.00229668	0.00044900699999999997	0.00506072	0.00267634
1016	ENSG00000074071		0.000942567		0.000378963	0.00244726	0.00048074	0.00200031	0.00341504	0.00157831	0.0008876719999999999	0.00229272		0.000914651	0.000500973			0.00038078699999999994						0.0006465759999999999	0.00114912	0.0008729660000000001	0.00135641	0.00237614	0.0009199330000000001		0.000605368	0.000318118		0.00284656	0.00251117	0.00112153			0.00137285			0.00718636	0.0010323			0.00421366	0.0003838	0.00545537		0.00117652	0.00210172
1017	ENSG00000074181		0.0015157		0.00086265	0.00143574	0.00107642	0.00598973	0.00386907	0.00176637	0.0008046389999999999	0.00140274		0.000935339	0.0012559000000000001			0.00082017			0.000808625		0.0008876139999999999	0.00144258	0.00116946	0.00037973	0.000868304	0.00112777	0.00139274		0.00251712	0.00152542		0.00158023	0.000899372	0.00180033	0.000532125	0.000892733		0.000588952			0.00128313	0.000403705		0.00279245		0.00148416	0.00116376	0.00166583	0.00171469
1018	ENSG00000074201																														0.00024660299999999997																				
1019	ENSG00000074211	0.0011436		0.00126064					0.00464306					0.0128299		0.00146833	0.00247476	0.00219702	0.00180886			0.00244804	0.00270747		0.00270947	0.0074578000000000005	0.011468899999999999						0.00133304					0.00338403		0.00104225	0.00165803						0.00281814		0.00096954		
1020	ENSG00000074219								0.00146162																																										
1021	ENSG00000074266		0.00368253			0.0141335	0.00024614		0.00428687	0.012889099999999999		0.00849482		0.00820187	0.0124365									0.00298431	0.00630734		0.0081265	0.015405	0.0111814	0.00366171				0.013847799999999999	0.0126596	0.00228443							0.0224491				0.024178900000000003	0.00599973		0.012624	0.014761400000000001
1022	ENSG00000074276						0.00356321		0.0011307																							0.0005885980000000001							0.00744683												
1023	ENSG00000074317	0.00194129		0.00496565													0.00568657	0.00222116	0.00434774			0.00930058																		0.0116576							0.00850249		0.00412506		
1024	ENSG00000074356									0.00229512		0.00780992		0.00353575											0.0004895990000000001		0.00682955							0.00434957		0.000562826							0.00286849								0.00408612
1025	ENSG00000074370		0.00226866			0.00104897	0.00350362	0.0115825		0.0163699	0.023281	0.00286503		0.00465224	0.00194948						0.00153276		0.000549616	0.012215799999999999	0.0014508		0.00222628	0.0104329	0.0239845	0.00397743		0.00337866		0.010047	0.00992679							0.00594215	0.0193053		0.00184816	0.0110499	0.00107184	0.0118456		0.00352237	
1026	ENSG00000074410					0.014063299999999997	0.00252164	0.0277941				0.0224465		0.00685023				0.00245161							0.00444131	0.0219859	0.0068046999999999995	0.013954300000000001				0.00229332			0.0671966	0.00500211	0.00256702	0.019327700000000003		0.00244162			0.0253667		0.0251517			0.012840700000000002		0.00621507	
1027	ENSG00000074416	0.00185288	0.00450357	0.00278469	0.00471222	0.00193014	0.00458488		0.00294781	0.00328897	0.00197606	0.00237591		0.00226081	0.004247600000000001	0.00242146	0.00053117	0.0024758000000000002	0.00250621		0.000555044	0.00160084	0.00195294	0.0031726999999999997	0.00968869	0.0021305	0.0019445999999999999	0.00148625	0.00629098	0.014208199999999999	0.00350962	0.00325001	0.0049808	0.00442696	0.00393692	0.00674692	0.013829300000000001	0.00275575	0.00271044	0.00154698	0.00312703	0.0297423	0.00281556		0.00363504	0.00376401	0.00133163	0.00238198	0.00227729	0.00412328	0.0023326999999999996
1028	ENSG00000074527	0.000841893	0.00845117		0.00531048	0.011286200000000001	0.00788012	0.009638500000000001	0.00267263	0.011730299999999999	0.00304868	0.0120617		0.0131812	0.00558006			0.00113178	0.00856481		0.00868118	0.018498900000000002	0.000778493	0.00810073	0.00595341	0.00930599	0.0112798	0.00794384	0.015306799999999999		0.0124262	0.00179598		0.017337900000000003	0.00778138	0.00556407	0.00767734	0.0207877	0.00623658	0.013654499999999998			0.00838388	0.00636462	0.00757099	0.00579468		0.00557722	0.00999472	0.00980265	0.00647768
1029	ENSG00000074582					0.00101122	0.00131186	0.00087806		0.00711449	0.00322653	0.000980298		0.0171011	0.00037649						0.00671682			0.00139604	0.00109789		0.0044112		0.00100159		0.000413303			0.0004007	0.000539551	0.00123431							0.0079568					0.00538443			0.00102457
1030	ENSG00000074590	0.00277865	0.00376603		0.00280728	0.00312624				0.00440368		0.00684046		0.00657055			0.0123259		0.00120013				0.00212135				0.00633948	0.00667585	0.00427273		0.00733795			0.0156327		0.00336316	0.00351645						0.00537358	0.000680796		0.00421167	0.017118400000000002	0.00218715	0.00083678	0.00714583	0.00531549
1031	ENSG00000074603	0.00684347	0.00132744	0.00143282	0.00136708	0.00371836	0.000750384		0.00147204	0.00440447	0.0006653760000000001	0.00174006		0.00168802	0.0029649999999999998	0.00142261	0.000450075	0.00148687	0.00225934		0.00250634	0.00119138	0.000469535	0.00720214	0.00101196	0.000652738	0.00845802	0.000465798	0.00164607		0.00401649	0.0007824110000000001		0.00279006	0.0010016	0.0012699000000000002		0.00133435		0.000911461	0.0007875369999999999		0.005845	0.027377600000000002		0.00272333	0.00129122	0.00112567	0.000769752	0.00275193	0.00413129
1032	ENSG00000074621			0.00631347					0.00503334	0.00766376	0.000430696				0.00470545		0.00447824		0.000971473					0.00823792		0.00108234		0.000883161	0.010948399999999999	0.000341328	0.0123544			0.0123242						0.00565877			0.010392299999999998	0.00750433			0.000900979	0.0116616			0.010062100000000001
1033	ENSG00000074660				0.00100008	0.00320438	0.000622305			0.00414469		0.00297122			0.00421504													0.00254602			0.00109405			0.00389401								0.00736155	0.0033013000000000005			0.000841592		0.00142024			0.0018233000000000001
1034	ENSG00000074695		0.0006782569999999999	0.000927778	0.000579832	0.000773803	0.00180297	0.00122706	0.00280172	0.00259539	0.00101672	0.00506478		0.00906094	0.00109872		0.000660667	0.00109631	0.0006897		0.00233662	0.000424866	0.000860604	0.000955569	0.00497486	0.00119313	0.00487634	0.00200199	0.00211496	0.0013573	0.00197214	0.00117166		0.00235332	0.00176629	0.000755767	0.00171298	0.000421086	0.000805061	0.000555216		0.0180538	0.0015737	0.000558308	0.000466294	0.00199265	0.000885606	0.00198565	0.000845342	0.00105321	0.00336337
1035	ENSG00000074696	0.000274896	0.000760242	0.00107018		0.00296253	0.00197781	0.00578734	0.0006641510000000001	0.0048162	0.00320685	0.000554523		0.0122916	0.00184838		0.00139833	0.00164108	0.000550834		0.00375975	0.00220935		0.00352857	0.0021046	0.00326244	0.00816782	0.00050391	0.00245556	0.00446396				0.00470731	0.0013105	0.00160084		0.000439115	0.00255638	0.00143094			0.00631329	0.0011710999999999998		0.00139874	0.00122362	0.000573142	0.0004998730000000001	0.00446874	0.00731406
1036	ENSG00000074706	0.000958655															0.00160305		0.00105551											0.00923654				0.0123631						0.0013430999999999998							0.00860667		0.00136218		
1037	ENSG00000074755		0.00197783		0.000938155	0.00465899	0.00126222	0.00108704	0.000811964	0.0031441999999999998	0.00200299	0.00220201		0.00859125	0.000775697		0.0009676789999999999	0.0007296819999999999	0.00368686		0.00151342		0.00045603099999999997	0.00128378	0.00271763	0.0006870410000000001	0.00357714	0.00139157	0.00122649	0.000837497	0.0037125	0.00250428		0.00379399	0.000854048	0.0007498139999999999	0.000826734		0.00327244	0.000934053		0.00357565	0.00507326	0.0007962630000000001	0.00158952	0.00404109	0.000915162	0.00395917	0.000845634	0.00195677	0.00382726
1038	ENSG00000074800		0.019737400000000002			0.010540100000000002	0.0270291			0.00492409		0.013815799999999998		0.0171472							0.00136714			0.020308	0.00878923		0.00838994	0.00247798	0.0146461	0.015836199999999998				0.0192745		0.0128606						0.00455485	0.012543700000000001			0.00143194	0.00790196	0.0111555		0.023869900000000003	0.0049835
1039	ENSG00000074842				0.00482933	0.00283623	0.00168792	0.00907885	0.00337881	0.00300066		0.00246207		0.00355248											0.00314753		0.0021918000000000003		0.00256874		0.00107325			0.00681964	0.00429077	0.00205434						0.00581873	0.00188905			0.00535725		0.000509908		0.00191625	0.00395915
1040	ENSG00000074855	0.0010696	0.0007193910000000001	0.00105716	0.00177965	0.00123782	0.00156405		0.00173162	0.00547892	0.00206644	0.00813999		0.00212793	0.000441639		0.0009659110000000001	0.000770127	0.0005707619999999999		0.00121777	0.0011042		0.0105954	0.00719203	0.00248439	0.00231242	0.000662487	0.00900809		0.00153479	0.00449897		0.00843244	0.00446301		0.000439528	0.000628264	0.000520476	0.000722138			0.00557632		0.00117725	0.0004951140000000001	0.0033986999999999993	0.00635993	0.00077012	0.00123619	0.0014692
1041	ENSG00000074935																0.000538497																														0.00701278				0.015463299999999998
1042	ENSG00000074964	0.0013595	0.00109349	0.0019906	0.000745856	0.00110361	0.00100792	0.0023871	0.000619934	0.00257499	0.00108384	0.00111128		0.00362266	0.00184816		0.0040095999999999994	0.000847167	0.00110651		0.00117796	0.00126223	0.00054148	0.00117507	0.0009402060000000001	0.00178925	0.00130276	0.00147462	0.00268969		0.00106364	0.000510455		0.00463843	0.000624183	0.00105196	0.00115737	0.000758868	0.00143795	0.0008644480000000001			0.00124085	0.000933322	0.000333784	0.00112572	0.00360924	0.00202069	0.00118859	0.00126985	0.0015785
1043	ENSG00000074966														0.00800373																											0.018371900000000004									
1044	ENSG00000075035																0.0013237	0.015377100000000001	0.000740082									0.00234773						0.010406700000000001				0.0048089		0.0136281							0.0019462	0.00392527	0.00199093		0.0298546
1045	ENSG00000075043	0.00036390699999999996		0.00563063					0.000892623								0.00194036	0.00431466	0.00127617			0.00482814				0.0132203												0.00183582		0.00499087							0.00142806		0.000951365		
1046	ENSG00000075073						0.00880632																	0.0172979	0.0465213			0.03537390000000001							0.00360718											0.03774380000000001		0.0350891			
1047	ENSG00000075131								0.000952842																											0.00547759															
1048	ENSG00000075142		0.00163892			0.00154922	0.013122700000000001			0.00587668	0.00747584	0.00863084					0.00860903	0.00256109	0.00216296					0.00645648		0.00207287			0.00463541					0.00920134		0.00369522		0.00136245		0.00352239			0.00660599			0.0120191	0.00226906	0.00214355	0.00261818	0.00451657	0.00844046
1049	ENSG00000075151																																	0.00571661																	
1050	ENSG00000075213						0.00298578																	0.0021230999999999997				0.0132827								0.010509600000000001												0.0116469			
1051	ENSG00000075223		0.00148718		0.00084357	0.00233811	0.00272258			0.0016462		0.013219999999999999		0.00851165										0.000395642			0.011097	0.0011684000000000002	0.00277598						0.0009095860000000001	0.00307011							0.00507181	0.00046606800000000004		0.0005244119999999999		0.00500135		0.00847784	0.00414272
1052	ENSG00000075234				0.000913163	0.0096119	0.00403896	0.00876755	0.014629300000000001	0.00435554		0.00642896		0.0117193										0.00702493	0.017695699999999998	0.0141231	0.012959100000000001	0.00381926	0.00464724		0.00579591			0.00160912	0.00269117	0.00512213			0.0055916			0.00664831	0.00296295			0.0033807999999999998		0.00154491		0.00239145	0.00697532
1053	ENSG00000075239	0.0049298	0.00604102	0.00808599	0.00280885	0.00675468	0.00398717	0.00624067	0.0030954999999999997	0.00559018	0.00458594	0.00574783		0.00798566	0.00060002	0.010790799999999998	0.00334687	0.00602615	0.0053507		0.00647126	0.0138024	0.00658048	0.00385605	0.00630588	0.00444129	0.01169	0.00317861	0.00518593	0.00895676	0.010851600000000001	0.00866632	0.00687264	0.012812899999999999	0.00391235	0.00241783	0.00178868	0.00217683	0.00530375	0.00707816			0.00463171	0.012595	0.00272124	0.00240014	0.00818163	0.00298959	0.000940815	0.00924544	0.00862006
1054	ENSG00000075240	0.00178415	0.0151622	0.0007789639999999999	0.00495586	0.00979466	0.00113313	0.00224642	0.00459438	0.00949116	0.00126307	0.0090321		0.00849747	0.00186418	0.00123356	0.00101116	0.00178021	0.00069279		0.00635214	0.00115058		0.00480984	0.00603949	0.00628814	0.00868513	0.00252181			0.0131637	0.00130565		0.00430029	0.00196288		0.00504492	0.00175345	0.0328841	0.00171725		0.0102944	0.00812786	0.0012327	0.000573741	0.00239007	0.000650208	0.0016335999999999998	0.00209435	0.0102167	0.00266255
1055	ENSG00000075275									0.00271086		0.0043725000000000005		0.011581900000000001											0.00291007	0.0110006	0.0114757							0.136251																	
1056	ENSG00000075292	0.0006810910000000001	0.00217537	0.00269645	0.00276996	0.00349076	0.00365427	0.00275054	0.00197122	0.0036298000000000003	0.000451752	0.00550945		0.00676736	0.00228937		0.0008216539999999999	0.00212192	0.00181792		0.00487441	0.00430968	0.00108119	0.00101038	0.000575411	0.00172335	0.00348721	0.00185363	0.00313738	0.001812	0.0058379	0.00492407		0.00510013	0.00345282	0.0005504840000000001	0.000653095	0.0008923210000000001	0.00474942	0.00177049		0.0185486	0.0039713000000000005	0.0011048		0.00121577	0.00118494	0.00123638	0.00349051	0.00508156	0.00709021
1057	ENSG00000075336				0.00543065																				0.0008043610000000001						0.0007371439999999999			0.013996200000000002									0.010893799999999999			0.0005586009999999999		0.010109			
1058	ENSG00000075340	0.00157981		0.000433881													0.0008981939999999999	0.00643022	0.001402			0.00106517																0.0063624		0.00468322							0.00246615		0.00120457		
1059	ENSG00000075391				0.00112026	0.00114203			0.0006107469999999999	0.00277053		0.0008878310000000001		0.0180717											0.00311841		0.00681367		0.00406856					0.00040382199999999997		0.00100351							0.013932499999999999			0.0008567480000000001				0.0146662	0.00583318
1060	ENSG00000075399	0.00699262		0.0053663999999999995	0.00637981	0.00242906	0.00744696		0.0010804	0.00253444	0.00414303	0.00197313		0.00458372	0.00979237		0.00149323	0.00211006	0.00350891		0.00793897				0.00334118	0.00218123	0.019162099999999998					0.0145685		0.00636142	0.00212565	0.00823572			0.00926847	0.00888285		0.00559998	0.00647644			0.00154268	0.00204169	0.00066883	0.00508376	0.00253023	0.00136261
1061	ENSG00000075407																0.00340489									0.00948726								0.00191818		0.00499772											0.00138493				
